year,iso_j,iso_i,X_ij_G,X_ij_H,X_ij_L,Y_G_i,Y_H_i,Y_L_i,Y_G_j,Y_H_j,Y_L_j,X_ji_G,X_ji_H,X_ji_L,gdp_lcu_i,gdp_lcu_j,rgrowth_i,rgrowth_j,employmentH_i,employmentL_i,NH_hat_i,NL_hat_i,employmentH_j,employmentL_j,NH_hat_j,NL_hat_j,pair,alpha_rank,country_i,er_i,country_j,er_j,ppi_G_i,ppi_H_i,ppi_L_i,ppi_G_j,ppi_H_j,ppi_L_j,M_i_G,M_i_H,M_i_L,M_j_G,M_j_H,M_j_L,X_i_G,X_i_H,X_i_L,X_j_G,X_j_H,X_j_L,Y_G_usd_i,Y_H_usd_i,Y_L_usd_i,Y_G_usd_j,Y_H_usd_j,Y_L_usd_j,X_ii_G,X_ii_H,X_ii_L,X_jj_G,X_jj_H,X_jj_L,worldppi,gdp_usd_world,va_usd_i,va_usd_j,va_usd_world,gdp_usd_i,gdp_usd_j,hr_G,ln_hr_G,hr_H,ln_hr_H,hr_L,ln_hr_L,betaNHG_i,betaNLG_i,betaNHH_i,betaNLH_i,betaNHL_i,betaNLL_i,betaKG_i,betaKH_i,betaKL_i,betaIGG_i,betaIGH_i,betaIGL_i,betaIHG_i,betaIHH_i,betaIHL_i,betaILG_i,betaILH_i,betaILL_i,betaNHG_j,betaNLG_j,betaNHH_j,betaNLH_j,betaNHL_j,betaNLL_j,betaKG_j,betaKH_j,betaKL_j,betaIGG_j,betaIGH_j,betaIGL_j,betaIHG_j,betaIHH_j,betaIHL_j,betaILG_j,betaILH_j,betaILL_j,io_year_i,io_year_j,date,betaNHG_world,betaNHH_world,betaNHL_world,betaNLG_world,betaNLH_world,betaNLL_world,betaKG_world,betaKH_world,betaKL_world,betaIGG_world,betaIGH_world,betaIGL_world,betaIHG_world,betaIHH_world,betaIHL_world,betaILG_world,betaILH_world,betaILL_world,C_G_j,I_G_j,C_H_j,I_H_j,C_L_j,I_L_j,code_i,code_j
2002,RoW,AUS,38213.655,4338.8302,7523.9868,544588.02,329629.99,630735.73,11085663,4705632,9343427.8,36801.403,4657.4508,10161.976,1504953.7,25134723,0.11228205,0.06333087,4953892.5,4413010.4,1.0333001,1.017921,8.89E+09,-8.48E+09,1.0174744,1.0181845,AUSRoW,1,australia,0.543903,RestOfWorld,0.99169159,114.20754,120.6329,110.02908,356.03621,465.97438,406.11486,66931.357,6204.2247,12590.112,1308828.8,170476.86,364670.08,62625.234,6625.962,13179.677,1623909.7,151843.1,140946.22,296203.06,179286.74,343059.05,10993559,4666535.7,9265798.7,233577.82,172660.78,329879.38,9369649.3,4514692.6,9124852.5,234.20142,62263779,386739.56,12164895,31978701,818548.85,24925893,237512.98,12.377978,22986.757,10.042674,45988.415,10.736145,0.08348903,0.07437342,0.22863334,0.20367041,0.12329198,0.10983056,0.19497114,0.17255273,0.27345619,0.19756553,0.0456801,0.09605739,0.02495064,0.1060933,0.07651994,0.06900552,0.06378551,0.12289789,811.62751,-773.92117,657.64089,-627.08841,783.48083,-747.08212,-37.34595,-29.936119,-35.823837,0.39599848,0.05870157,0.15720036,0.07584639,0.16654496,0.1232088,0.12188389,0.09380384,0.18628045,2002,2002,147,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,2633253.4,2159600.1,2210922.9,163352,5113848.8,312730.38,1,9
2003,RoW,AUS,45928.577,5085.796,8741.0399,578533.46,355342.11,667508.67,11247481,4893821.5,9705944.7,38978.557,6518.4427,13111.058,1601384.2,25847248,0.27532615,0.18161528,5058786.7,4460043.7,1.0211741,1.0106579,9.05E+09,-8.63E+09,1.0177808,1.0183037,AUSRoW,1,australia,0.651884,RestOfWorld,1.1394953,116.97049,125.72448,112.24576,381.55933,517.17052,449.21224,80026.152,7966.4044,15245.891,1520376.3,193076.59,416917.5,69325.518,8724.2119,17523.181,1881642.5,176325.29,160375.9,377136.71,231641.83,435138.22,12816452,5576486.5,11059878,307811.19,222917.62,417615.04,10934809,5400161.2,10899502,258.54699,70209292,498551.98,14361605,35758543,1043916.8,29452817,252184.15,12.437915,28338.872,10.25199,54690.978,10.909454,0.08294006,0.07312352,0.22986233,0.20265651,0.12431706,0.10960326,0.20105275,0.17490358,0.27894168,0.23716086,0.05703348,0.11038369,0.02854874,0.12880055,0.0899286,0.08205797,0.075526,0.14515999,853.18155,-813.96273,718.64354,-685.60912,871.86847,-831.79065,-38.861311,-32.414811,-39.505988,0.45586729,0.06873051,0.18106815,0.08474397,0.19262473,0.13889319,0.13898597,0.10774072,0.21798627,2003,2003,148,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,3029463.7,2534651.2,2631027,200769.24,6110813,373564.96,1,9
2004,RoW,AUS,59326.358,5170.011,12182.121,645632.88,378892.07,705855.43,12124077,5210861.7,10317131,49643.114,6305.7447,15138.104,1730380.4,27652070,0.22094203,0.17029541,5310262,4463483.4,1.0497106,1.0007712,9.29E+09,-8.87E+09,1.0260529,1.0268951,AUSRoW,1,australia,0.736579,RestOfWorld,1.2465069,129.60735,131.95147,115.63508,414.07669,562.96197,483.82606,102255.33,8857.7763,20482.481,1854487.2,221904.09,492147.7,91498.877,9806.7378,21448.678,2273908.9,190855.31,193675.41,475559.62,279083.94,519918.29,15112746,6495375,12860375,384060.74,269277.2,498469.61,12838837,6304519.7,12666700,282.05166,79623724,604453.03,16718857,40119767,1274561.9,34468496,313773.48,12.656427,27627.408,10.226564,68455.696,11.133942,0.08145836,0.06846895,0.23731751,0.19947467,0.12994828,0.10922663,0.20106367,0.17466657,0.2741511,0.27729244,0.06289007,0.12211187,0.03235822,0.14297746,0.10185818,0.09467473,0.08377677,0.16422106,903.06638,-862.26164,757.19026,-722.97688,953.17047,-910.10179,-40.447712,-33.597695,-42.499176,0.5058271,0.07177896,0.19455033,0.09413482,0.21201528,0.15333068,0.15295927,0.11716464,0.24033597,2004,2004,149,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,3486964.8,3005048.3,3092247.8,250337.12,7062509,459032.46,1,9
2005,RoW,AUS,70714.787,5662.9522,13026.536,699966.58,409959.04,740404.11,13631769,5797411.3,11338278,61833.138,7936.4392,16773.674,1850329.7,30767458,0.10890127,0.10973231,5576134,4452741.9,1.0500676,0.99759347,9.50E+09,-9.07E+09,1.022695,1.0232633,AUSRoW,1,australia,0.763844,RestOfWorld,1.2432227,139.73821,138.93894,118.32316,446.05464,604.43972,514.17879,119311.57,9655.1765,22474.954,2119434.2,251043.79,548951.53,114672.56,10872.206,23798.448,2602322,203434.68,220128.05,534665.27,313144.75,565553.23,16947326,7207473.6,14096005,419992.71,302272.55,541754.79,14345004,7004038.9,13875877,302.66475,87525634,676492.63,18379198,43347211,1413363.3,38250804,386451.69,12.864762,32270.761,10.381917,74809.614,11.222702,0.0825163,0.06589221,0.24625677,0.19664482,0.13446431,0.10737455,0.21324829,0.17162675,0.27215513,0.28424429,0.06497079,0.12213253,0.03308956,0.14812981,0.1040212,0.09783298,0.08727051,0.16969446,936.75965,-894.92955,766.72869,-732.49116,1027.2235,-981.35387,-41.471629,-33.634382,-45.305185,0.50954992,0.06885973,0.18976763,0.09586374,0.22276398,0.15478078,0.15734066,0.11563657,0.24250193,2005,2005,150,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,3788305.6,3390331.6,3436688.2,277140.54,7678188.2,512889.3,1,9
2006,RoW,AUS,76881.101,6065.665,14068.696,764824.49,459539.06,781874.3,15147984,6352605,12383795,66613.557,7128.614,15491.465,2006237.9,33884384,0.06936365,0.11603472,5850820.6,4437300.4,1.0492611,0.99653216,9.71E+09,-9.28E+09,1.0226393,1.0230064,AUSRoW,1,australia,0.75335,RestOfWorld,1.2598495,145.97073,149.28576,123.84044,484.16303,656.38042,554.74008,128754.59,9966.7142,23053.841,2459991.5,283636.84,614178.65,127105.45,10954.92,23854.13,2916205.1,229212.65,245406.36,576180.53,346193.75,589025,19084180,8003326.5,15601718,449075.08,335238.83,565170.88,16167975,7774113.9,15356312,328.74921,95929115,723227.1,20362677,46869213,1511399.3,42689225,429397.43,12.970138,31665.77,10.362992,76953.211,11.250953,0.08497186,0.06444321,0.24664493,0.18705712,0.14184184,0.10757377,0.20852855,0.18222908,0.26627632,0.28210843,0.06666645,0.11863745,0.03082874,0.1517883,0.09806695,0.09611285,0.08930107,0.16323814,992.81123,-948.81868,805.2807,-769.59784,1104.263,-1055.3319,-43.634766,-35.083995,-48.370771,0.52101747,0.06791866,0.18987863,0.09800176,0.22947951,0.1574592,0.16309917,0.11580796,0.24873764,2006,2006,151,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,4163417.9,3929831.6,3824132.7,312852.64,8424133.6,589486.38,1,9
2007,RoW,AUS,96416.216,7448.0437,18434.225,815845.53,501661.39,854334.19,16171550,6869664.9,13151497,77143.184,8479.2827,18783.385,2171841.1,36192712,0.20499015,0.16976915,6138502.3,4419899.7,1.0491695,0.99607853,9.99E+09,-9.55E+09,1.0284136,1.0286244,AUSRoW,1,australia,0.838561,RestOfWorld,1.3797401,149.59103,154.53846,130.36612,532.06724,743.81419,593.50467,158408.85,13594.074,31611.226,2986980.1,349981.38,691895.96,151034.9,14047.101,30277.198,3272527.3,260713.46,291917.64,684136.24,420673.68,716411.33,22312537,9478352.5,18145649,533101.34,406626.58,686134.13,19040009,9217639,17853731,363.66499,1.09E+08,873935.04,23745532,52756189,1821221.3,49936538,515409.61,13.152717,37836.646,10.541033,94920.356,11.460793,0.08963136,0.06453718,0.25037483,0.18027714,0.14234511,0.10249261,0.20421734,0.18119912,0.27352458,0.31041696,0.07635922,0.13323144,0.03321828,0.17113713,0.11150999,0.10316191,0.10090628,0.18239904,1082.7878,-1035.0204,849.45993,-811.98586,1189.3906,-1136.9204,-47.411967,-36.877308,-51.910316,0.5741911,0.0761491,0.20626976,0.10751443,0.25615925,0.17076476,0.17843715,0.1281533,0.27264299,2007,2007,152,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,4863795.8,4792329.8,4509537.6,381497.81,9743487,707678.36,1,9
2008,RoW,AUS,110992.27,6986.7209,14615.457,885554.68,556751.64,916642.5,17403538,7115973.4,13889156,95570.976,10780.454,22315.853,2358948.8,38408668,0.10778763,0.13126522,6452368.2,4408844.5,1.0511307,0.99749877,1.02E+10,-9.78E+09,1.0236205,1.0241071,AUSRoW,1,australia,0.855265,RestOfWorld,1.4708,155.50239,162.08393,135.13336,597.87502,848.02223,658.0788,178261.91,13603.097,32114.498,3435354.1,372229.21,717656.76,194043.29,15616.708,33582.166,3774774.8,277840.61,336757.21,757383.92,476170.2,783972.25,25597124,10466174,20428171,563340.63,460553.49,750390.08,21822349,10188333,20091414,406.34299,1.23E+08,969504.51,26750554,58371736,2017526.4,56491469,641024.45,13.370823,40819.412,10.616913,93448.998,11.445171,0.09147866,0.06250653,0.25356479,0.17325851,0.14491053,0.09901605,0.20482366,0.18401135,0.27508057,0.31058966,0.08127406,0.13976837,0.03372374,0.17900545,0.11121704,0.10463544,0.10576419,0.18512049,1268.0987,-1212.7325,952.38064,-910.79897,1317.7662,-1260.2316,-55.008702,-40.985131,-56.978725,0.61337924,0.07887365,0.22063629,0.11787311,0.26907302,0.1843875,0.19755882,0.13504379,0.29230134,2008,2008,153,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,5497804,5502222.9,4987298.9,410222.02,10826316,770986.84,1,9
2009,RoW,AUS,89070.879,5955.1116,11488.872,953909.74,589667.97,944588.14,15699669,6960764.1,13280965,71204.482,8915.8077,15196.148,2488165.9,35941398,-0.02410416,-0.11259057,6635211,4300209.7,1.0283373,0.97535981,1.03E+10,-9.81E+09,1.0027271,1.0033881,AUSRoW,1,australia,0.791304,RestOfWorld,1.3948,168.55432,166.31119,139.64111,673.74876,916.0086,684.92265,151413.36,12357.316,29050.415,2629589.3,337949.69,564735,157015.91,14011.417,29669.157,2809468.9,262824.97,248193.61,754832.6,466606.62,747456.37,21897899,9708873.8,18524290,597816.68,452595.21,717787.22,19088430,9446048.9,18276096,418.92484,1.14E+08,951503.77,24054432,55504276,1968895.6,50131062,450010.47,13.017026,33288.591,10.41297,66672.897,11.107554,0.0918874,0.05955125,0.25999427,0.16849952,0.14972357,0.09703425,0.22032311,0.18016585,0.27083928,0.30209518,0.07013697,0.11102042,0.03184988,0.16791703,0.10139402,0.10296905,0.0996972,0.16443661,1600.1978,-1531.3408,1091.3007,-1044.3417,1560.5548,-1493.4036,-68.501312,-46.357701,-66.588275,0.57974241,0.07826309,0.21251089,0.11119096,0.25288473,0.17272635,0.18237712,0.13018458,0.27276175,2009,2009,154,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,4926587.2,4493549.7,4736838.3,329207.73,10083825,595809.13,1,9
2010,RoW,AUS,108483.08,6439.7631,12124.267,1034708.3,636123.58,999150.09,18652887,7581921.9,14894135,92853.56,10409.658,16182.801,2669982,41128944,0.24691515,0.08764185,6902739.7,4240559.9,1.0403195,0.98612861,1.06E+10,-1.01E+10,1.0315243,1.0321846,AUSRoW,1,australia,0.919499,RestOfWorld,1.3257,181.60625,170.53845,144.14885,749.6225,983.99498,711.7665,187229.28,15853.001,37007.613,3170391.3,360484.9,693297.21,222616.35,16295.564,34821.363,3458262.4,263499.91,285728.55,951413.25,584914.99,918717.51,24728132,10051354,19745155,728796.9,568619.43,883896.15,21269870,9787854,19459427,441.05702,1.26E+08,1199482.2,25971804,60349019,2455045.8,54524641,542199.9,13.20339,33969.258,10.433211,65723.245,11.093208,0.09133075,0.05610722,0.26068758,0.16014819,0.15039174,0.09239015,0.23800112,0.18902589,0.27538944,0.3417543,0.08128554,0.12604359,0.03553995,0.19663517,0.11682013,0.11781805,0.11696544,0.19123227,1515.4125,-1451.132,1112.8281,-1065.6244,1558.74,-1492.6217,-63.924411,-46.601244,-65.555638,0.56065539,0.06942381,0.1967856,0.1088005,0.23338143,0.16618699,0.17844048,0.11930553,0.25844514,2010,2010,155,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,5447763,5052023.1,4953871.9,353080.07,10696447,676323.89,1,9
2011,RoW,AUS,130551.26,8249.207,15606.22,1059802.8,665441.66,1030593.2,20632492,7987276.3,15965203,100321.62,12259.516,18460.416,2755837.6,44584971,0.15867622,0.13824279,7163137.3,4168414.8,1.0377238,0.98298691,1.09E+10,-1.04E+10,1.0295455,1.0301856,AUSRoW,1,australia,1.03221,RestOfWorld,1.392,194.65818,174.76571,148.6566,825.49624,1051.9814,738.61035,236782.28,20166.942,47383.747,3602565.2,386260.87,760711.87,266449.83,19352.91,41015.462,4080369.5,289467.22,339104.41,1093939,686875.54,1063788.6,28720428,11118289,22223563,827489.19,667522.63,1022773.1,24640059,10828821,21884459,469.18224,1.42E+08,1393680.3,29501185,67396394,2844603.1,62062280,624492.89,13.344695,40504.228,10.609162,78514.137,11.271034,0.09582402,0.05576247,0.26858895,0.15629886,0.15461155,0.08997246,0.2359773,0.18521347,0.27304287,0.37834777,0.09322723,0.14240967,0.03952831,0.22137917,0.13080691,0.1306686,0.1329127,0.21536624,1526.7433,-1462.8911,1164.0593,-1115.3754,1614.1517,-1546.6438,-63.493195,-48.081924,-66.945549,0.59077973,0.07009264,0.20375653,0.11796531,0.24069447,0.17597612,0.19241256,0.12312113,0.26926818,2011,2011,156,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,6189544.5,5849694.5,5489739,391010.46,11945488,791186.16,1,9
1995,USA,AUS,7898.0756,962.08715,1572.0984,391730.6,200193.81,422907.73,4579704.6,2943424.3,5952084.1,3123.5101,967.02144,476.41803,1014832.1,13475213,0,0,3907204.2,4381615.8,1,1,1.20E+08,14369862,1,1,AUSUSA,1,australia,0.741497,united states,1,100,100,100,100,100,100,52252.446,5456.6487,12780.04,732198.35,68648.508,35405.959,56545.975,6755.7797,10623.548,516570.56,88136.228,160518.53,290467.06,148443.11,313584.81,4579704.6,2943424.3,5952084.1,233921.09,141687.33,302961.26,4063134,2855288.1,5791565.6,100,55182309,352145.03,7421307.3,28492990,752494.98,13475213,20700.364,9.9379066,4329.9683,8.3733155,3783.889,8.2385076,0.08038988,0.0901508,0.21189472,0.23762292,0.11064116,0.12407518,0.18577453,0.14679985,0.27592057,0.25234238,0.04721107,0.15602027,0.03534949,0.13162215,0.12453076,0.08648835,0.08589378,0.17419226,0.1872654,0.02249804,0.33953388,0.04079155,0.30465081,0.0366007,0.14673279,0.24852236,0.32031408,0.42513486,0.08291258,0.13062265,0.0589617,0.19567172,0.11606661,0.0985084,0.09823376,0.14084321,1995,1995,140,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,935496.15,1152964.6,1287517.6,96063.347,3917290.3,131524.26,1,8
1996,USA,AUS,8915.3424,1246.728,1985.5985,406505.07,207506.14,445320.18,4806276.8,3217024.6,6249563.1,4262.3208,1148.0634,553.7488,1059331.4,14272864,0.10219907,0.05919398,4005243.1,4349306.9,1.0250918,0.99262626,1.22E+08,14196646,1.0185338,0.9879459,AUSUSA,1,australia,0.782946,united states,1,101.21665,102.02345,100.6154,102.20299,102.77896,101.3174,56507.783,6075.7261,13647.668,778627.79,75971.088,37668.341,63406.58,7667.2029,12069.924,547191.8,96599.075,172472.7,318271.52,162466.1,348661.66,4806276.8,3217024.6,6249563.1,254864.94,154798.9,336591.73,4259085,3120425.5,6077090.4,108.05823,56556389,391906.4,7845492.1,29146973,829399.27,14272864,25199.689,10.134587,5371.4529,8.5888537,4455.5184,8.4018987,0.08052785,0.08744546,0.2233364,0.24252174,0.1165897,0.12660515,0.183815,0.14602799,0.2745892,0.26424472,0.05113071,0.16870061,0.03532273,0.1325656,0.12799731,0.0876925,0.08921314,0.18379091,0.18448461,0.02149834,0.33627648,0.03918693,0.30403017,0.03542921,0.1531431,0.24587768,0.31987685,0.42074965,0.08705366,0.12812349,0.05766588,0.20414963,0.11638152,0.09764114,0.10167699,0.14046011,1996,1996,141,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,984658.69,1235087.8,1374313.9,111487.51,4106877.5,139867.87,1,8
1997,USA,AUS,10220.075,1548.0601,2494.25,425144.28,224640.29,469311.89,5096273.9,3520523.3,6551457,5713.0806,1145.7744,733.61041,1119096.5,15168254,0.00395345,0.06273372,4134596.7,4342378.3,1.0322961,0.99840695,1.24E+08,14945111,1.0145818,1.0527213,AUSUSA,1,australia,0.744063,united states,1,100.99125,102.93733,102.35172,102.70036,105.68058,103.06585,60522.116,6879.9382,15312.582,846442.23,82276.064,41271.617,65944.671,7402.8733,12310.126,612185.55,105159.49,185226.26,316334.13,167146.53,349197.61,5096273.9,3520523.3,6551457,250389.46,159743.66,336887.48,4484088.4,3415363.8,6366230.8,144.82972,56598550,394570.54,8336460.4,29078015,832678.26,15168254,32336.371,10.383948,6158.1483,8.7255314,5880.3271,8.6793677,0.08067766,0.08473207,0.22382085,0.23506883,0.11582506,0.12164578,0.18955303,0.14903816,0.27991722,0.26172303,0.05100591,0.14703805,0.03334475,0.13157943,0.11873117,0.0836036,0.08463121,0.17500052,0.18328274,0.02216117,0.3330374,0.04026838,0.30345453,0.03669144,0.1528329,0.24650618,0.32054999,0.41777001,0.092118,0.12637502,0.05580013,0.20983738,0.11404739,0.09580268,0.10461102,0.13790967,1997,1997,142,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,1031416,1345951.4,1475089.9,128999.51,4298141.2,160303.68,1,8
1998,USA,AUS,8786.9595,1157.8758,2104.0446,448093.3,246787.89,500111.94,5227986.1,3860294,6897907,5432.7837,1087.8537,841.62983,1194993.1,15986187,-0.09673411,0.05392399,4289980.5,4351634.5,1.0375814,1.0021316,1.28E+08,14283038,1.0323751,0.95569967,AUSUSA,1,australia,0.629401,united states,1,101.08283,104.86378,103.06195,101.36477,106.38535,104.17762,55993.49,5971.6418,12859.444,859019.2,86828.765,41895.893,54421.96,6263.8454,10860.614,580619.61,103398.58,180137.72,282030.37,155328.54,314770.96,5227986.1,3860294,6897907,227608.41,149064.7,303910.34,4647366.5,3756895.4,6717769.2,164.85696,56060688,351456.97,8791210.1,28868950,752129.87,15986187,31220.498,10.34883,5634.3444,8.6366361,6256.4478,8.7413679,0.08102798,0.08219249,0.22671853,0.22997685,0.11593885,0.11760509,0.18484266,0.137609,0.27787605,0.22777653,0.04653098,0.12026629,0.02880749,0.11906913,0.10011058,0.07401979,0.07306736,0.14735606,0.19239486,0.02153518,0.33312435,0.03728734,0.30763744,0.03443453,0.15374474,0.23434924,0.31529503,0.40597229,0.09553218,0.1258499,0.05583474,0.22242448,0.11648951,0.09306327,0.10927782,0.13939372,1998,1998,143,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,1079941.5,1446546.4,1586047.1,145823.96,4530890.9,159624.03,1,8
1999,USA,AUS,9488.1112,1291.3764,1449.1247,466066.84,272193.97,524839.34,5411652.8,4213038.1,7391599,5923.5055,1242.6663,908.01353,1263100.2,17016290,0.08374928,0.06443706,4465550.8,4367989.2,1.0409257,1.0037583,1.29E+08,15204491,1.0135226,1.0645138,AUSUSA,1,australia,0.645333,united states,1,104.24433,107.41229,103.15044,102.73633,108.51638,107.98163,64216.035,6712.4228,14441.16,968302.99,97973.256,45540.466,61104.007,7716.1967,13837.527,590620.8,116516.93,182151.34,300768.31,175655.75,338696.14,5411652.8,4213038.1,7391599,239664.3,167939.56,324858.62,4821032,4096521.2,7209447.6,177.25682,58306396,382442.57,9351440.4,29949424,815120.21,17016290,33623.863,10.422991,6256.5481,8.7413839,5403.8445,8.5948659,0.08121254,0.07943824,0.2213636,0.21652734,0.12041828,0.11778743,0.1945241,0.14772641,0.27183898,0.23240897,0.0502904,0.11811701,0.0299221,0.12987599,0.09976464,0.07809109,0.07625033,0.1480963,0.19719518,0.02318298,0.33569499,0.03946551,0.29550927,0.03474113,0.15258475,0.22759317,0.31827915,0.40007176,0.09435551,0.12765651,0.05242235,0.22707814,0.11728655,0.09259493,0.11492519,0.14306323,1999,1999,144,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,1163670.6,1555333,1698617.8,179087.61,4841245.7,171310.94,1,8
2000,USA,AUS,9439.5416,1020.7919,1799.2421,480718.31,297921.11,562668.82,5702513.6,4632057.4,7970212,7248.2213,1616.0521,829.29193,1341308.2,18304783,-0.04172969,0.07572115,4641877.8,4370284.6,1.0394861,1.0005255,1.33E+08,15162149,1.0249332,0.99721513,AUSUSA,1,australia,0.582346,united states,1,108.92248,112.7766,106.94532,108.52376,112.08941,111.74607,63614.05,6438.7831,13518.961,1153634.1,108546.82,53857.594,68194.68,7749.1899,14329.875,660840.44,123200.31,198467.83,279944.39,173493.17,327667.94,5702513.6,4632057.4,7970212,211749.71,165743.98,313338.06,5041673.2,4508857.1,7771744.2,191.70362,60817362,365788.02,9950000.8,30886319,781105.49,18304783,40361.483,10.605631,6699.0104,8.8097151,6083.4675,8.7133301,0.0826617,0.07782522,0.22543118,0.21224135,0.12061347,0.11355645,0.19928343,0.15597924,0.2604705,0.20432492,0.04751152,0.10613419,0.02601253,0.11806612,0.08504595,0.07269643,0.07241112,0.13535589,0.19680645,0.02251156,0.34131463,0.03904101,0.29539933,0.03378903,0.15141392,0.21669821,0.30696904,0.39711941,0.09637548,0.13035208,0.05083005,0.23118529,0.12042608,0.09677322,0.11868534,0.14735809,2000,2000,145,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,1272793.7,1651184,1840283.1,210727.43,5161409.7,188561.89,1,8
